ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,21428 7 21945 11 22463 14 22981 16 23498 20 24001 5 24017 21 24518 10 24535 23 25036 14 25054 23 25555 42 26073 43 26592 43 27110 45 27629 45 28148 46 28667 46 29186 46 29705 46 30224 46 30744 46 31263 45 31782 45 32302 44 32821 44 33340 44 33860 42 34380 40 34899 21 34923 15 35419 19 35444 11 35939 18 35966 5 36458 17 36979 15 37499 13 38020 10 38542 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,50478 10 50995 14 51512 17 52030 19 52548 20 53066 21 53584 23 54102 24 54621 24 55139 25 55657 25 56176 25 56695 25 57213 25 57732 24 58251 24 58769 24 59288 23 59807 23 60326 22 60845 21 61364 21 61884 19 62403 19 62922 18 63441 18 63961 16 64480 15 65000 13 65520 11 66040 9 66561 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,126 26 644 28 1164 27 1683 27 2203 26 2722 27 3242 25 3761 25 4281 24 4801 22 5320 22 5840 20 6361 18 6881 16 7401 14 7922 11 8442 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,112765 15 113281 22 113799 26 114317 28 114835 31 115354 32 115872 33 116391 33 116910 34 117428 35 117947 35 118466 35 118986 33 119505 33 120024 32 120544 30 121064 28 121585 24 122107 19
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,81147 5 81664 10 82182 12 82700 14 83218 16 83736 18 84255 19 84774 19 85292 20 85811 20 86330 21 86849 21 87368 21 87887 22 88406 22 88925 22 89444 22 89951 33 90468 35 90984 37 91501 39 92018 40 92536 40 93055 39 93573 38 94091 36 94610 35 95129 34 95648 34 96167 33 96686 33 97206 32 97725 32 98245 31 98764 30 99284 29 99804 27 100324 25 100844 23 101365 20 101886 17 102407 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,166 17 684 19 1203 20 1722 20 2241 21 2761 20 3280 21 3800 20 4320 20 4840 20 5359 20 5879 19 6398 20 6918 20 7438 19 7957 19 8477 18 8996 18 9516 16 10036 15 10556 13 11076 12 11596 10 12117 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,57790 11 58307 15 58824 19 59342 21 59860 23 60379 23 60897 25 61416 25 61934 26 62453 27 62972 27 63491 27 64010 26 64529 25 65048 25 65567 24 66087 21 66606 19 67126 16 67647 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89480 1 89994 10 90511 14 91029 17 91547 19 92066 20 92584 22 93103 23 93622 24 94141 25 94660 26 95179 26 95698 27 96217 28 96736 28 97256 27 97775 27 98294 28 98814 27 99334 26 99853 26 100373 25 100893 24 101412 23 101932 22 102452 21 102972 19 103492 18 104012 16 104533 13 105054 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,35512 8 36029 12 36547 14 37065 17 37583 18 38101 20 38620 21 39139 21 39657 22 40176 22 40694 24 41213 23 41731 24 42250 24 42768 25 43287 25 43806 24 44325 24 44844 23 45364 21 45883 20 46403 18 46923 15 47444 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63536 7 64053 11 64571 13 65089 15 65608 16 66126 17 66645 18 67163 19 67682 19 68201 20 68720 20 69239 21 69758 21 70276 22 70796 21 71315 21 71834 21 72353 21 72872 21 73391 21 73910 21 74429 21 74948 21 75467 21 75986 20 76505 20 77024 20 77543 19 78062 19 78581 19 79100 19 79620 17 80139 17 80659 15 81178 15 81697 14 82217 12 82737 10 83258 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,226 28 744 31 1263 31 1782 31 2301 31 2820 31 3339 31 3858 31 4378 30 4897 30 5416 30 5936 29 6455 29 6975 28 7494 28 8013 28 8533 26 9052 26 9572 24 10091 24 10610 23 11130 21 11650 19 12169 19 12689 16 13209 14 13729 12 14250 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114433 8 114950 12 115468 13 115986 15 116503 18 117022 18 117540 19 118057 22 118575 23 119093 24 119610 26 120128 27 120646 28 121164 29 121682 30 122200 31 122719 31 123238 34 123756 38 124275 41 124794 44 125313 45 125832 47 126351 48 126871 48 127390 49 127909 49 128429 48 128948 49 129469 47 129989 46 130510 45 131039 34
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,29306 10 29824 14 30342 17 30861 19 31380 21 31899 22 32418 23 32937 23 33456 24 33975 25 34495 25 35014 25 35533 25 36052 25 36571 25 37091 24 37610 24 38129 23 38649 22 39168 21 39688 19 40208 17 40729 14 41249 11 41772 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,84330 1 84846 11 85363 16 85881 19 86399 22 86918 23 87436 26 87955 26 88474 27 88993 27 89512 28 90031 28 90550 28 91070 27 91589 27 92109 25 92628 25 93148 23 93668 22 94188 21 94709 17 95230 14 95751 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,53204 9 53719 17 54236 21 54753 25 55271 27 55789 30 56308 31 56826 33 57345 34 57863 35 58382 36 58901 36 59420 37 59939 37 60459 36 60978 36 61498 35 62017 35 62537 33 63057 32 63577 30 64097 28 64617 26 65138 23 65659 19 66182 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24168 8 24684 14 25201 18 25718 21 26235 24 26753 26 27271 28 27790 28 28308 29 28826 31 29345 31 29864 31 30382 32 30901 32 31419 33 31938 32 32457 32 32976 32 33495 31 34014 31 34534 29 35054 27 35573 26 36092 26 36612 23 37132 21 37653 18 38174 14 38696 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,79698 6 80215 11 80733 15 81251 18 81769 21 82288 23 82806 25 83325 26 83844 27 84363 28 84882 29 85402 28 85921 28 86440 28 86960 27 87479 27 87999 25 88519 24 89039 22 89559 20 90081 15 90604 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113452 4 113968 9 114485 14 115003 16 115521 18 116039 21 116557 23 117075 24 117594 25 118113 26 118632 27 119151 28 119670 29 120189 29 120708 30 121227 30 121746 30 122266 29 122786 28 123306 27 123826 26 124346 25 124867 22 125389 19 125911 15 126433 11 126955 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,128507 6 129023 11 129541 14 130059 17 130577 19 131096 19
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,330 9 845 18 1363 20 1880 23 2398 25 2916 27 3435 28 3953 29 4472 30 4990 31 5509 31 6028 31 6547 31 7066 30 7586 29 8106 27 8626 26 9146 23 9668 19 10189 15 10708 13 11226 15 11744 17 12261 20 12779 22 13297 24 13816 25 14334 27 14853 28 15371 29 15890 30 16409 30 16927 31 17446 31 17966 31 18484 31 19004 30 19523 30 20042 29 20562 28 21081 28 21600 27 22120 25 22640 24 23160 22 23680 20 24201 17 24721 14 25242 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,71442 8 71957 15 72475 18 72992 21 73509 24 74027 26 74545 27 75063 29 75582 29 76100 30 76618 31 77136 32 77654 33 78173 33 78691 34 79210 34 79728 35 80247 34 80765 35 81284 34 81803 33 82322 32 82841 31 83360 30 83879 29 84398 28 84918 25 85438 22 85958 19 86479 15 87000 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,100508 5 101024 12 101541 16 102059 19 102578 20 103097 21 103615 23 104134 24 104653 24 105172 24 105691 24 106209 25 106728 25 107247 25 107766 25 108284 26 108803 25 109322 25 109841 24 110360 23 110880 22 111399 21 111918 20 112438 19 112958 17 113478 14 113999 10 114521 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,40825 11 41342 17 41859 21 42377 24 42895 26 43414 28 43932 29 44450 30 44969 31 45487 32 46006 32 46525 32 47044 32 47563 31 48082 31 48601 31 49120 30 49640 28 50160 26 50680 23 51201 19 51725 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125963 7 126480 11 126998 12 127516 14 128034 16 128553 16 129071 17 129589 18 130108 18 130626 19 131146 17
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,10245 3 10759 11 11276 14 11794 16 12312 18 12829 21 13347 22 13865 23 14383 25 14901 26 15420 26 15938 27 16456 28 16975 28 17494 27 18012 28 18531 27 19050 27 19569 27 20087 27 20606 26 21126 24 21645 24 22164 23 22684 21 23203 20 23723 18 24243 15 24764 11 25287 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,98988 5 99505 10 100022 13 100541 14 101059 15 101577 16 102096 17 102615 18 103133 19 103652 19 104170 20 104689 20 105208 20 105726 21 106245 21 106764 20 107283 20 107802 19 108321 18 108840 18 109359 17 109878 17 110396 18 110915 18 111434 17 111953 17 112471 17 112990 17 113510 15 114029 14 114549 12 115069 9 115590 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,90181 7 90698 13 91216 16 91734 18 92252 20 92770 22 93289 22 93808 23 94327 23 94846 24 95365 24 95884 24 96403 24 96922 24 97442 23 97961 23 98480 22 99000 21 99519 21 100038 21 100557 20 101077 19 101597 17 102117 15 102637 13 103158 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,398 22 916 25 1435 25 1954 25 2473 25 2992 25 3511 25 4031 23 4550 23 5070 22 5590 20 6111 18 6632 15 7153 12 7676 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,47124 7 47639 14 48155 19 48672 22 49190 24 49708 27 50226 29 50745 30 51264 30 51782 31 52301 31 52820 31 53339 31 53858 31 54378 30 54897 29 55416 28 55936 26 56457 23 56978 18 57504 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114596 6 115113 11 115630 13 116148 15 116667 15 117185 16 117703 17 118222 17 118740 18 119259 17 119777 18 120295 19 120814 19 121333 19 121851 20 122370 19 122888 20 123407 19 123925 20 124444 20 124963 20 125481 20 126000 20 126519 19 127038 19 127557 18 128076 17 128595 16 129114 16 129633 15 130152 14 130672 12 131193 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20659 9 21176 13 21693 16 22211 18 22729 20 23247 21 23766 22 24284 23 24803 23 25321 24 25840 24 26358 25 26877 25 27395 26 27914 26 28433 26 28951 26 29470 26 29989 26 30508 26 31027 25 31546 24 32065 24 32584 23 33103 22 33622 21 34142 19 34662 17 35182 14 35703 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,66871 3 67386 23 67903 29 68421 31 68939 33 69457 35 69976 35 70495 35 71014 35 71534 34 72053 34 72573 32 73092 32 73612 29 74132 27 74654 22 75176 16
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,130188 9 130701 16
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,109955 9 110472 14 110989 18 111507 20 112025 22 112544 23 113062 25 113581 26 114100 26 114620 26 115139 26 115658 27 116177 27 116697 26 117217 26 117737 25 118257 25 118777 24 119297 23 119818 21 120338 20 120859 18 121380 16 121900 14 122422 10 122943 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,81433 11 81950 17 82468 20 82986 23 83504 25 84023 26 84542 28 85061 29 85580 31 86099 33 86618 35 87137 36 87657 37 88176 37 88696 37 89216 37 89736 36 90256 35 90776 34 91296 33 91815 33 92334 33 92853 32 93371 32 93889 29 94408 24 94909 3 94925 25 95425 43 95943 44 96462 44 96980 45 97499 45 98019 44 98538 43 99058 42 99578 40 100099 37 100620 34 101142 30 101664 25 102187 19 102711 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,449 21 967 24 1486 24 2005 24 2524 24 3043 23 3563 22 4082 22 4602 21 5121 20 5640 19 6160 18 6680 16 7200 14 7721 11 8242 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,129688 5 130203 11 130720 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,25904 3 26418 13 26934 18 27452 21 27970 23 27999 10 28488 42 29006 44 29525 45 30043 47 30562 47 31080 49 31599 49 32117 50 32636 51 33154 52 33673 52 34192 52 34711 52 35229 53 35748 53 36267 53 36786 52 37305 52 37825 51 38344 51 38863 50 39383 48 39903 16 39922 27 40424 11 40443 24 40963 22 41483 19 42004 15 42526 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51878 2 52395 5 52913 7 53431 9 53949 10 54468 11 54987 11 55506 11 56025 12 56545 11 57064 11 57584 10 58103 10 58622 10 59141 11 59660 11 60179 11 60698 12 61218 11 61737 11 62256 11 62776 10 63295 10 63815 8 64335 7 64856 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,501 16 1019 18 1540 15 2060 12 2582 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46188 2 46706 4 47225 4 47743 5 48262 5 48781 5 49300 5 49819 5 50338 5 50857 5 51376 5 51895 5 52415 4 52935 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1282 1 1319 1 1537 3 1567 13 1793 3 1823 14 2049 4 2078 17 2305 4 2334 18 2561 5 2580 2 2589 19 2817 7 2833 7 2845 20 3073 8 3087 10 3101 22 3329 8 3340 15 3357 22 3585 27 3613 23 3841 51 4097 52 4353 52 4609 53 4865 53 5121 53 5377 54 5633 54 5889 53 6145 52 6401 5 6408 44 6657 4 6664 43 6914 2 6921 42 7170 1 7178 40 7435 37 7691 17 7712 14 7948 14 7976 2 8205 12
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,11778 1 12033 3 12289 3 12545 4 12801 5 13057 7 13313 8 13569 9 13825 9 14081 9 14337 10 14593 10 14849 10 15105 10 15361 10 15617 10 15873 10 16129 10 16385 11 16641 11 16897 11 17153 11 17409 11 17665 10 17921 9 18177 9 18433 10 18689 10 18945 10 19201 9 19457 9 19713 8 19969 5 20226 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,32770 1 33025 3 33281 5 33537 6 33793 7 34049 7 34305 7 34561 8 34817 8 35073 8 35329 8 35585 9 35841 9 36097 9 36353 9 36609 8 36865 8 37121 7 37377 7 37633 7 37889 6 38145 5 38401 5 38657 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43009 5 43265 7 43521 9 43777 10 44033 10 44289 11 44545 11 44801 12 45057 12 45313 11 45570 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,49922 4 50177 6 50433 6 50689 6 50945 6 51201 5 51457 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52481 2 52737 2 52993 3 53249 3 53505 3 53761 4 54017 4 54273 5 54529 5 54785 5 55041 6 55297 6 55553 6 55809 6 56065 5 56321 5 56577 5 56833 4 57089 4 57345 3 57601 3 57857 3 58113 2 58369 2 58625 2 58881 3 59137 3 59393 5 59649 5 59905 5 60161 4 60417 3 60673 3 60929 4 61185 4 61441 5 61697 5 61953 5 62209 6 62465 6 62721 5 62977 5 63233 5 63489 5 63745 5 64001 4 64257 4 64513 4 64769 4 65025 3 65281 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51723 5 51978 7 52233 9 52489 10 52744 11 52999 12 53255 12 53511 12 53768 11 54024 10 54280 10 54537 8 54793 8 55051 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,50697 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36394 3 36648 11 36903 15 37158 16 37414 17 37669 20 37924 15 37940 5 38180 14 38196 5 38425 2 38435 15 38453 3 38679 8 38690 16 38933 29 39187 31 39442 31 39696 33 39951 33 40207 33 40462 33 40718 32 40974 31 41230 30 41486 29 41741 28 41997 26 42254 25 42510 25 42766 25 43023 23 43280 22 43536 21 43793 19 44050 16 44307 14 44564 12 44821 9 45079 6 45337 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,15631 1 15887 2 16143 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51734 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9765 6 10020 10 10274 14 10530 15 10785 17 11040 18 11296 19 11551 20 11806 21 12061 22 12316 24 12572 24 12827 26 13084 25 13340 24 13596 24 13851 25 14105 27 14361 26 14617 26 14872 27 15128 26 15384 26 15641 24 15897 3 15904 16 16160 15 16417 12 16674 9 16932 6 17190 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51746 5 51999 10 52254 12 52509 14 52764 16 53019 17 53275 18 53530 19 53786 19 54042 20 54297 22 54553 23 54809 25 55065 27 55321 28 55577 28 55833 28 56090 28 56346 28 56603 27 56860 26 57121 21 57378 21 57635 19 57891 19 58148 19 58404 19 58659 21 58914 22 59170 22 59425 24 59681 24 59937 25 60193 25 60449 25 60705 25 60962 24 61218 23 61473 23 61729 23 61986 22 62242 22 62499 20 62755 19 63011 18 63267 18 63522 19 63777 20 64033 20 64064 1 64288 22 64319 5 64544 38 64799 42 65056 42 65313 41
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28707 7 28962 9 29217 10 29473 11 29728 12 29983 13 30239 14 30495 14 30751 15 31007 15 31264 15 31520 15 31776 15 32033 13 32289 13 32546 12 32803 10 33060 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46388 6 46642 9 46896 13 47150 16 47404 18 47660 19 47915 20 48171 20 48426 21 48682 21 48938 20 49195 19 49451 19 49707 19 49963 19 50220 18 50476 18 50733 16 50989 16 51246 15 51503 14 51760 13 52017 12 52275 10 52533 7 52791 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20528 7 20782 10 21037 11 21292 13 21548 13 21804 13 22060 13 22316 13 22572 13 22829 12 23085 12 23342 10 23599 8 23857 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37695 6 37950 8 38205 10 38460 12 38715 13 38971 14 39226 15 39481 17 39736 18 39991 19 40247 20 40502 21 40758 21 41013 21 41269 21 41525 21 41781 20 42036 21 42292 20 42548 19 42805 17 43062 15 43319 13 43576 11 43834 7 44093 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25923 6 26178 9 26433 11 26688 13 26944 14 27200 15 27456 15 27712 15 27967 16 28223 16 28478 17 28734 18 28990 18 29247 16 29503 15 29760 13 30017 10
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26743 3 26996 12 27251 16 27507 18 27762 20 28017 22 28273 22 28529 23 28784 24 29040 23 29296 23 29552 23 29808 22 30064 22 30321 20 30577 19 30834 17 31091 15 31348 13 31605 10 31863 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4728 5 4982 9 5237 13 5493 14 5748 16 6003 18 6259 19 6515 19 6770 20 7026 20 7283 19 7538 20 7794 20 8050 20 8307 19 8563 19 8820 18 9076 17 9333 16 9590 14 9847 12 10105 10 10363 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,19852 7 20105 12 20360 14 20615 16 20870 18 21125 20 21381 20 21636 22 21892 22 22147 23 22403 23 22659 23 22915 22 23171 22 23427 22 23683 21 23940 19 24197 17 24454 15 24711 13 24970 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2192 4 2447 7 2702 9 2957 11 3212 13 3468 14 3724 16 3979 18 4235 19 4491 20 4748 19 5004 20 5260 21 5517 21 5773 22 6030 22 6286 22 6543 22 6800 21 7057 20 7314 19 7572 17 7831 13 8090 9 8348 5
